CUADRO=001 | FILA=8 | PN=PN00001MM | DESC=I. ACTIVOS EXTERNOS NETOS DE CORTO PLAZO
CUADRO=065 | FILA=14 | PN=PN01440PM | DESC=Gas doméstico 5/
CUADRO=065 | FILA=15 | PN=PN01441PM | DESC=Petróleo Diesel
CUADRO=065 | FILA=16 | PN=PN01442PM | DESC=GLP vehicular
CUADRO=065 | FILA=17 | PN=PN01443PM | DESC=GNV
CUADRO=065 | FILA=20 | PN=PN01444PM | DESC=Residencial
CUADRO=065 | FILA=21 | PN=PN01445PM | DESC=Industrial
CUADRO=065 | FILA=24 | PN=PN01446PM | DESC=Doméstica
CUADRO=065 | FILA=27 | PN=PN01447PM | DESC=Servicio local
CUADRO=066 | FILA=8 | PN=PN38714BM | DESC=1. EXPORTACIONES
CUADRO=066 | FILA=10 | PN=PN38715BM | DESC=1. EXPORTACIONES > Productos tradicionales 2/ 3/
CUADRO=066 | FILA=11 | PN=PN38716BM | DESC=1. EXPORTACIONES > Productos no tradicionales
CUADRO=066 | FILA=12 | PN=PN38717BM | DESC=1. EXPORTACIONES > Otros
CUADRO=066 | FILA=15 | PN=PN38718BM | DESC=2. IMPORTACIONES
CUADRO=066 | FILA=17 | PN=PN38719BM | DESC=2. IMPORTACIONES > Bienes de consumo
CUADRO=066 | FILA=18 | PN=PN38720BM | DESC=2. IMPORTACIONES > Insumos
CUADRO=066 | FILA=19 | PN=PN38721BM | DESC=2. IMPORTACIONES > Bienes de capital
CUADRO=066 | FILA=20 | PN=PN38722BM | DESC=2. IMPORTACIONES > Otros bienes
CUADRO=066 | FILA=23 | PN=PN38723BM | DESC=3. BALANZA COMERCIAL
CUADRO=066 | FILA=28 | PN=PN38724BM | DESC=3. BALANZA COMERCIAL > Indice de precios de X
CUADRO=066 | FILA=29 | PN=PN38725BM | DESC=3. BALANZA COMERCIAL > Indice de precios de M
CUADRO=066 | FILA=30 | PN=PN38726BM | DESC=3. BALANZA COMERCIAL > Términos de intercambio
CUADRO=066 | FILA=31 | PN=PN38727BM | DESC=3. BALANZA COMERCIAL > Indice de volumen de X
CUADRO=066 | FILA=32 | PN=PN38728BM | DESC=3. BALANZA COMERCIAL > Indice de volumen de M
CUADRO=066 | FILA=33 | PN=PN38729BM | DESC=3. BALANZA COMERCIAL > Indice de valor de X
CUADRO=066 | FILA=34 | PN=PN38730BM | DESC=3. BALANZA COMERCIAL > Indice de valor de M
CUADRO=067 | FILA=8 | PN=PN38738BM | DESC=1. Productos tradicionales
CUADRO=067 | FILA=10 | PN=PN38739BM | DESC=1. Productos tradicionales > Pesqueros
CUADRO=067 | FILA=11 | PN=PN38740BM | DESC=1. Productos tradicionales > Agrícolas
CUADRO=067 | FILA=12 | PN=PN38741BM | DESC=1. Productos tradicionales > Mineros 2/ 3/
CUADRO=067 | FILA=13 | PN=PN38742BM | DESC=1. Productos tradicionales > Petróleo y gas natural
CUADRO=067 | FILA=15 | PN=PN38743BM | DESC=2. Productos no tradicionales
CUADRO=067 | FILA=17 | PN=PN38744BM | DESC=2. Productos no tradicionales > Agropecuarios
CUADRO=067 | FILA=18 | PN=PN38745BM | DESC=2. Productos no tradicionales > Pesqueros
CUADRO=067 | FILA=19 | PN=PN38746BM | DESC=2. Productos no tradicionales > Textiles
CUADRO=067 | FILA=20 | PN=PN38747BM | DESC=2. Productos no tradicionales > Maderas y papeles, y sus manufacturas
CUADRO=067 | FILA=21 | PN=PN38748BM | DESC=2. Productos no tradicionales > Químicos
CUADRO=067 | FILA=22 | PN=PN38749BM | DESC=2. Productos no tradicionales > Minerales no metálicos
CUADRO=067 | FILA=23 | PN=PN38750BM | DESC=2. Productos no tradicionales > Sidero-metalúrgicos y joyería
CUADRO=067 | FILA=24 | PN=PN38751BM | DESC=2. Productos no tradicionales > Metal-mecánicos
CUADRO=067 | FILA=25 | PN=PN38752BM | DESC=2. Productos no tradicionales > Otros 4/
CUADRO=067 | FILA=27 | PN=PN38753BM | DESC=3. Otros 5/
CUADRO=067 | FILA=29 | PN=PN38754BM | DESC=4. TOTAL EXPORTACIONES
CUADRO=067 | FILA=34 | PN=PN38755BM | DESC=4. TOTAL EXPORTACIONES > Pesqueros
CUADRO=067 | FILA=35 | PN=PN38756BM | DESC=4. TOTAL EXPORTACIONES > Agrícolas
CUADRO=067 | FILA=36 | PN=PN38757BM | DESC=4. TOTAL EXPORTACIONES > Mineros
CUADRO=067 | FILA=37 | PN=PN38758BM | DESC=4. TOTAL EXPORTACIONES > Petróleo y gas natural
CUADRO=067 | FILA=39 | PN=PN38759BM | DESC=4. TOTAL EXPORTACIONES > TRADICIONALES
CUADRO=067 | FILA=40 | PN=PN38760BM | DESC=4. TOTAL EXPORTACIONES > NO TRADICIONALES
CUADRO=067 | FILA=41 | PN=PN38761BM | DESC=4. TOTAL EXPORTACIONES > OTROS
CUADRO=067 | FILA=43 | PN=PN38762BM | DESC=4. TOTAL EXPORTACIONES > TOTAL
CUADRO=068 | FILA=8 | PN=PN38763BM | DESC=PESQUEROS
CUADRO=068 | FILA=9 | PN=PN38764BM | DESC=Harina de pescado
CUADRO=068 | FILA=10 | PN=PN38765BM | DESC=Volumen (miles tm)
CUADRO=068 | FILA=11 | PN=PN38766BM | DESC=Precio (USD/tm)
CUADRO=068 | FILA=13 | PN=PN38767BM | DESC=Aceite de pescado
CUADRO=068 | FILA=14 | PN=PN38768BM | DESC=Volumen (miles tm)
CUADRO=068 | FILA=15 | PN=PN38769BM | DESC=Precio (USD/tm)
CUADRO=068 | FILA=17 | PN=PN38770BM | DESC=AGRÍCOLAS
CUADRO=068 | FILA=18 | PN=PN38771BM | DESC=Algodón
CUADRO=068 | FILA=19 | PN=PN38772BM | DESC=Volumen (miles tm)
CUADRO=068 | FILA=20 | PN=PN38773BM | DESC=Precio (USD/tm)
CUADRO=068 | FILA=22 | PN=PN38774BM | DESC=Azúcar
CUADRO=068 | FILA=23 | PN=PN38775BM | DESC=Volumen (miles tm)
CUADRO=068 | FILA=24 | PN=PN38776BM | DESC=Precio (USD/tm)
CUADRO=068 | FILA=26 | PN=PN38777BM | DESC=Café
CUADRO=068 | FILA=27 | PN=PN38778BM | DESC=Volumen (miles tm)
CUADRO=068 | FILA=28 | PN=PN38779BM | DESC=Precio (USD/tm)
CUADRO=068 | FILA=30 | PN=PN38780BM | DESC=Resto de agrícolas 2/
CUADRO=068 | FILA=32 | PN=PN38781BM | DESC=MINEROS 3/
CUADRO=068 | FILA=33 | PN=PN38782BM | DESC=Cobre
CUADRO=068 | FILA=34 | PN=PN38783BM | DESC=Volumen (miles tm)
CUADRO=068 | FILA=35 | PN=PN38784BM | DESC=Precio (¢USD/lb.)
CUADRO=068 | FILA=37 | PN=PN38785BM | DESC=Estaño
CUADRO=068 | FILA=38 | PN=PN38786BM | DESC=Volumen (miles tm)
CUADRO=068 | FILA=39 | PN=PN38787BM | DESC=Precio (¢USD/lb.)
CUADRO=068 | FILA=41 | PN=PN38788BM | DESC=Hierro
CUADRO=068 | FILA=42 | PN=PN38789BM | DESC=Volumen (millones tm)
CUADRO=068 | FILA=43 | PN=PN38790BM | DESC=Precio (USD/tm)
CUADRO=068 | FILA=45 | PN=PN38791BM | DESC=Oro 4/
CUADRO=068 | FILA=46 | PN=PN38792BM | DESC=Volumen (miles oz.tr.)
CUADRO=068 | FILA=47 | PN=PN38793BM | DESC=Precio (USD/oz.tr.)
CUADRO=068 | FILA=49 | PN=PN38794BM | DESC=Plata refinada
CUADRO=068 | FILA=50 | PN=PN38795BM | DESC=Volumen (millones oz.tr.)
CUADRO=068 | FILA=51 | PN=PN38796BM | DESC=Precio (USD/oz.tr.)
CUADRO=068 | FILA=53 | PN=PN38797BM | DESC=Plomo 5/
CUADRO=068 | FILA=54 | PN=PN38798BM | DESC=Volumen (miles tm)
CUADRO=068 | FILA=55 | PN=PN38799BM | DESC=Precio (¢USD/lb.)
CUADRO=068 | FILA=57 | PN=PN38800BM | DESC=Zinc
CUADRO=068 | FILA=58 | PN=PN38801BM | DESC=Volumen (miles tm)
CUADRO=068 | FILA=59 | PN=PN38802BM | DESC=Precio (¢USD/lb.)
CUADRO=068 | FILA=61 | PN=PN38803BM | DESC=Molibdeno
CUADRO=068 | FILA=62 | PN=PN38804BM | DESC=Volumen (miles tm)
CUADRO=068 | FILA=63 | PN=PN38805BM | DESC=Precio (¢USD/lb.)
CUADRO=068 | FILA=65 | PN=PN38806BM | DESC=Resto de mineros 6/
CUADRO=068 | FILA=67 | PN=PN38807BM | DESC=PETRÓLEO Y GAS NATURAL
CUADRO=068 | FILA=68 | PN=PN38808BM | DESC=Petróleo crudo y derivados
CUADRO=068 | FILA=69 | PN=PN38809BM | DESC=Volumen (millones bs.)
CUADRO=068 | FILA=70 | PN=PN38810BM | DESC=Precio (USD/b)
CUADRO=068 | FILA=72 | PN=PN38811BM | DESC=Gas natural
CUADRO=068 | FILA=73 | PN=PN38812BM | DESC=Volumen (miles m3)
CUADRO=068 | FILA=74 | PN=PN38813BM | DESC=Precio (USD/m3)
CUADRO=068 | FILA=76 | PN=PN38814BM | DESC=PRODUCTOS TRADICIONALES
CUADRO=069 | FILA=8 | PN=PN38830BM | DESC=AGROPECUARIOS
CUADRO=069 | FILA=9 | PN=PN38831BM | DESC=Legumbres
CUADRO=069 | FILA=10 | PN=PN38832BM | DESC=Frutas
CUADRO=069 | FILA=11 | PN=PN38833BM | DESC=Productos vegetales diversos
CUADRO=069 | FILA=12 | PN=PN38834BM | DESC=Cereales y sus preparaciones
CUADRO=069 | FILA=13 | PN=PN38835BM | DESC=Té, café, cacao y esencias
CUADRO=069 | FILA=14 | PN=PN38836BM | DESC=Resto
CUADRO=069 | FILA=16 | PN=PN38837BM | DESC=PESQUEROS
CUADRO=069 | FILA=17 | PN=PN38838BM | DESC=Crustáceos y moluscos congelados
CUADRO=069 | FILA=18 | PN=PN38839BM | DESC=Pescado congelado
CUADRO=069 | FILA=19 | PN=PN38840BM | DESC=Preparaciones y conservas
CUADRO=069 | FILA=20 | PN=PN38841BM | DESC=Pescado seco
CUADRO=069 | FILA=21 | PN=PN38842BM | DESC=Resto
CUADRO=069 | FILA=23 | PN=PN38843BM | DESC=TEXTILES
CUADRO=069 | FILA=24 | PN=PN38844BM | DESC=Prendas de vestir y otras confecciones
CUADRO=069 | FILA=25 | PN=PN38845BM | DESC=Tejidos
CUADRO=069 | FILA=26 | PN=PN38846BM | DESC=Fibras textiles
CUADRO=069 | FILA=27 | PN=PN38847BM | DESC=Hilados
CUADRO=069 | FILA=29 | PN=PN38848BM | DESC=MADERAS Y PAPELES, Y SUS MANUFACTURAS
CUADRO=069 | FILA=30 | PN=PN38849BM | DESC=Madera en bruto o en láminas
CUADRO=069 | FILA=31 | PN=PN38850BM | DESC=Artículos impresos
CUADRO=069 | FILA=32 | PN=PN38851BM | DESC=Manufacturas de papel y cartón
CUADRO=069 | FILA=33 | PN=PN38852BM | DESC=Manufacturas de madera
CUADRO=069 | FILA=34 | PN=PN38853BM | DESC=Muebles de madera, y sus partes
CUADRO=069 | FILA=35 | PN=PN38854BM | DESC=Resto
CUADRO=069 | FILA=37 | PN=PN38855BM | DESC=QUÍMICOS
CUADRO=069 | FILA=38 | PN=PN38856BM | DESC=Productos químicos orgánicos e inorgánicos
CUADRO=069 | FILA=39 | PN=PN38857BM | DESC=Artículos manufacturados de plástico
CUADRO=069 | FILA=40 | PN=PN38858BM | DESC=Materias tintóreas, curtientes y colorantes
CUADRO=069 | FILA=41 | PN=PN38859BM | DESC=Manufacturas de caucho
CUADRO=069 | FILA=42 | PN=PN38860BM | DESC=Aceites esenciales, prod.de tocador y tensoactivos
CUADRO=069 | FILA=43 | PN=PN38861BM | DESC=Resto
CUADRO=069 | FILA=45 | PN=PN38862BM | DESC=MINERALES NO METÁLICOS
CUADRO=069 | FILA=46 | PN=PN38863BM | DESC=Cemento y materiales de construcción
CUADRO=069 | FILA=47 | PN=PN38864BM | DESC=Abonos y minerales, en bruto
CUADRO=069 | FILA=48 | PN=PN38865BM | DESC=Vidrio y artículos de vidrio
CUADRO=069 | FILA=49 | PN=PN38866BM | DESC=Artículos de cerámica
CUADRO=069 | FILA=50 | PN=PN38867BM | DESC=Resto
CUADRO=069 | FILA=52 | PN=PN38868BM | DESC=SIDERO-METALÚRGICOS Y JOYERÍA
CUADRO=069 | FILA=53 | PN=PN38869BM | DESC=Productos de cobre
CUADRO=069 | FILA=54 | PN=PN38870BM | DESC=Productos de zinc
CUADRO=069 | FILA=55 | PN=PN38871BM | DESC=Productos de hierro
CUADRO=069 | FILA=56 | PN=PN38872BM | DESC=Manufacturas de metales comunes
CUADRO=069 | FILA=57 | PN=PN38873BM | DESC=Desperdicios y desechos no ferrosos
CUADRO=069 | FILA=58 | PN=PN38874BM | DESC=Productos de plomo
CUADRO=069 | FILA=59 | PN=PN38875BM | DESC=Productos de plata
CUADRO=069 | FILA=60 | PN=PN38876BM | DESC=Artículos de joyería
CUADRO=069 | FILA=61 | PN=PN38877BM | DESC=Resto
CUADRO=069 | FILA=63 | PN=PN38878BM | DESC=METAL-MECÁNICOS
CUADRO=069 | FILA=64 | PN=PN38879BM | DESC=Vehículos de carretera
CUADRO=069 | FILA=65 | PN=PN38880BM | DESC=Maquinaria y equipo industrial, y sus partes
CUADRO=069 | FILA=66 | PN=PN38881BM | DESC=Maquinas y aparatos eléctricos, y sus partes
CUADRO=069 | FILA=67 | PN=PN38882BM | DESC=Artículos manufacturados de hierro o acero
CUADRO=069 | FILA=68 | PN=PN38883BM | DESC=Máquinas de oficina y para procesar datos
CUADRO=069 | FILA=69 | PN=PN38884BM | DESC=Equipo de uso doméstico
CUADRO=069 | FILA=70 | PN=PN38885BM | DESC=Maquinaria y equipo de ing. civil, y sus partes
CUADRO=069 | FILA=71 | PN=PN38886BM | DESC=Maquinaria y equipo generadores de fuerza
CUADRO=069 | FILA=72 | PN=PN38887BM | DESC=Enseres domésticos de metales comunes
CUADRO=069 | FILA=73 | PN=PN38888BM | DESC=Resto
CUADRO=069 | FILA=75 | PN=PN38889BM | DESC=OTROS 2/
CUADRO=069 | FILA=77 | PN=PN38890BM | DESC=PRODUCTOS NO TRADICIONALES
CUADRO=071 | FILA=8 | PN=PN38891BM | DESC=1. BIENES DE CONSUMO
CUADRO=071 | FILA=9 | PN=PN38892BM | DESC=1. BIENES DE CONSUMO > No duraderos
CUADRO=071 | FILA=10 | PN=PN38893BM | DESC=1. BIENES DE CONSUMO > Duraderos
CUADRO=071 | FILA=12 | PN=PN38894BM | DESC=2. INSUMOS
CUADRO=071 | FILA=14 | PN=PN38895BM | DESC=2. INSUMOS > Combustibles, lubricantes y conexos
CUADRO=071 | FILA=15 | PN=PN38896BM | DESC=2. INSUMOS > Materias primas para la agricultura
CUADRO=071 | FILA=16 | PN=PN38897BM | DESC=2. INSUMOS > Materias primas para la industria
CUADRO=071 | FILA=18 | PN=PN38898BM | DESC=3. BIENES DE CAPITAL
CUADRO=071 | FILA=19 | PN=PN38899BM | DESC=3. BIENES DE CAPITAL > Materiales de construcción
CUADRO=071 | FILA=20 | PN=PN38900BM | DESC=3. BIENES DE CAPITAL > Para la agricultura
CUADRO=071 | FILA=21 | PN=PN38901BM | DESC=3. BIENES DE CAPITAL > Para la industria
CUADRO=071 | FILA=22 | PN=PN38902BM | DESC=3. BIENES DE CAPITAL > Equipos de transporte
CUADRO=071 | FILA=24 | PN=PN38903BM | DESC=4. OTROS BIENES 2/
CUADRO=071 | FILA=26 | PN=PN38904BM | DESC=5. TOTAL IMPORTACIONES
CUADRO=071 | FILA=29 | PN=PN38905BM | DESC=5. TOTAL IMPORTACIONES > Admisión temporal
CUADRO=071 | FILA=30 | PN=PN38906BM | DESC=5. TOTAL IMPORTACIONES > Zonas francas 3/
CUADRO=071 | FILA=32 | PN=PN38907BM | DESC=5. TOTAL IMPORTACIONES > Principales alimentos 4/
CUADRO=071 | FILA=33 | PN=PN38908BM | DESC=5. TOTAL IMPORTACIONES > Trigo
CUADRO=071 | FILA=34 | PN=PN38909BM | DESC=5. TOTAL IMPORTACIONES > Maíz y/o sorgo
CUADRO=071 | FILA=35 | PN=PN38910BM | DESC=5. TOTAL IMPORTACIONES > Arroz
CUADRO=071 | FILA=36 | PN=PN38911BM | DESC=5. TOTAL IMPORTACIONES > Azúcar 5/
CUADRO=071 | FILA=37 | PN=PN38912BM | DESC=5. TOTAL IMPORTACIONES > Lácteos
CUADRO=071 | FILA=38 | PN=PN38913BM | DESC=5. TOTAL IMPORTACIONES > Soya
CUADRO=071 | FILA=39 | PN=PN38914BM | DESC=5. TOTAL IMPORTACIONES > Carnes
CUADRO=075 | FILA=5 | PN=- | DESC=SECTORES ECONÓMICOS
CUADRO=075 | FILA=8 | PN=PN01713AM | DESC=Agropecuario 2/
CUADRO=075 | FILA=9 | PN=PN01714AM | DESC=Agrícola
CUADRO=075 | FILA=10 | PN=PN01715AM | DESC=Pecuario
CUADRO=075 | FILA=12 | PN=PN01716AM | DESC=Pesca
CUADRO=075 | FILA=14 | PN=PN01717AM | DESC=Minería e hidrocarburos 3/
CUADRO=075 | FILA=15 | PN=PN01718AM | DESC=Minería metálica
CUADRO=075 | FILA=16 | PN=PN01719AM | DESC=Hidrocarburos
CUADRO=075 | FILA=18 | PN=PN01720AM | DESC=Manufactura 4/
CUADRO=075 | FILA=19 | PN=PN01721AM | DESC=Procesadores recursos primarios
CUADRO=075 | FILA=20 | PN=PN01722AM | DESC=Manufactura no primaria
CUADRO=075 | FILA=22 | PN=PN01723AM | DESC=Electricidad y agua
CUADRO=075 | FILA=24 | PN=PN01724AM | DESC=Construcción
CUADRO=075 | FILA=26 | PN=PN01725AM | DESC=Comercio
CUADRO=075 | FILA=28 | PN=PN01726AM | DESC=Otros servicios
CUADRO=075 | FILA=30 | PN=PN01727AM | DESC=Derechos de importación y otros impuestos
CUADRO=075 | FILA=32 | PN=PN01728AM | DESC=PBI
CUADRO=075 | FILA=34 | PN=PN01729AM | DESC=Sectores primarios
CUADRO=075 | FILA=35 | PN=PN01730AM | DESC=Sectores no primarios
CUADRO=075 | FILA=38 | PN=PN01731AM | DESC=Var.% mensual
CUADRO=075 | FILA=39 | PN=PN38082AM | DESC=Var. % promedio móvil 3 meses 6/
CUADRO=075 | FILA=44 | PN=PN14204AM | DESC=Demanda interna sin inventarios
CUADRO=075 | FILA=46 | PN=PN01732AM | DESC=Demanda interna
CUADRO=076 | FILA=5 | PN=- | DESC=SECTORES ECONÓMICOS
CUADRO=076 | FILA=8 | PN=PN01755AM | DESC=Agropecuario 2/
CUADRO=076 | FILA=9 | PN=PN01756AM | DESC=Agrícola
CUADRO=076 | FILA=10 | PN=PN01757AM | DESC=Pecuario
CUADRO=076 | FILA=12 | PN=PN01758AM | DESC=Pesca
CUADRO=076 | FILA=14 | PN=PN01759AM | DESC=Minería e hidrocarburos 3/
CUADRO=076 | FILA=15 | PN=PN01760AM | DESC=Minería metálica
CUADRO=076 | FILA=16 | PN=PN01761AM | DESC=Hidrocarburos
CUADRO=076 | FILA=18 | PN=PN01762AM | DESC=Manufactura 4/
CUADRO=076 | FILA=19 | PN=PN01763AM | DESC=Procesadores recursos primarios
CUADRO=076 | FILA=20 | PN=PN01764AM | DESC=Manufactura no primaria
CUADRO=076 | FILA=22 | PN=PN01765AM | DESC=Electricidad y agua
CUADRO=076 | FILA=24 | PN=PN01766AM | DESC=Construcción
CUADRO=076 | FILA=26 | PN=PN01767AM | DESC=Comercio
CUADRO=076 | FILA=28 | PN=PN01768AM | DESC=Otros servicios
CUADRO=076 | FILA=30 | PN=PN01769AM | DESC=Derechos de importación y otros impuestos
CUADRO=076 | FILA=32 | PN=PN01770AM | DESC=PBI
CUADRO=076 | FILA=34 | PN=PN01771AM | DESC=Sectores primarios
CUADRO=076 | FILA=35 | PN=PN01772AM | DESC=Sectores no primarios
CUADRO=076 | FILA=38 | PN=PN01773AM | DESC=Mensual
CUADRO=076 | FILA=39 | PN=PN38081AM | DESC=Promedio móvil 3 meses
CUADRO=076 | FILA=44 | PN=PN14206AM | DESC=Demanda interna sin inventarios
CUADRO=076 | FILA=46 | PN=PN01774AM | DESC=Demanda interna
CUADRO=077 | FILA=10 | PN=PN01776AM | DESC=AGRÍCOLA 2/
CUADRO=077 | FILA=12 | PN=PN01777AM | DESC=Papa
CUADRO=077 | FILA=13 | PN=PN01778AM | DESC=Arroz Cáscara
CUADRO=077 | FILA=14 | PN=PN01779AM | DESC=Cebolla
CUADRO=077 | FILA=15 | PN=PN01780AM | DESC=Mandarina
CUADRO=077 | FILA=16 | PN=PN01781AM | DESC=Naranja
CUADRO=077 | FILA=17 | PN=PN01782AM | DESC=Alfalfa
CUADRO=077 | FILA=18 | PN=PN01783AM | DESC=Tomate
CUADRO=077 | FILA=19 | PN=PN01784AM | DESC=Plátano
CUADRO=077 | FILA=20 | PN=PN01785AM | DESC=Yuca
CUADRO=077 | FILA=21 | PN=PN01786AM | DESC=Maiz Amiláceo
CUADRO=077 | FILA=22 | PN=PN01787AM | DESC=Ajo
CUADRO=077 | FILA=23 | PN=PN01788AM | DESC=Limón
CUADRO=077 | FILA=24 | PN=PN01789AM | DESC=Café
CUADRO=077 | FILA=25 | PN=PN01790AM | DESC=Caña de azúcar
CUADRO=077 | FILA=26 | PN=PN01791AM | DESC=Maíz amarillo duro
CUADRO=077 | FILA=27 | PN=PN01792AM | DESC=Espárrago
CUADRO=077 | FILA=28 | PN=PN01793AM | DESC=Uva
CUADRO=077 | FILA=29 | PN=PN01794AM | DESC=Aceituna
CUADRO=077 | FILA=30 | PN=PN01795AM | DESC=Mango
CUADRO=077 | FILA=31 | PN=PN01796AM | DESC=Cacao
CUADRO=077 | FILA=32 | PN=PN01797AM | DESC=Palma Aceitera
CUADRO=077 | FILA=33 | PN=PN01798AM | DESC=Quinua
CUADRO=077 | FILA=35 | PN=PN01799AM | DESC=PECUARIO 2/
CUADRO=077 | FILA=37 | PN=PN01800AM | DESC=Ave
CUADRO=077 | FILA=38 | PN=PN01801AM | DESC=Vacuno
CUADRO=077 | FILA=39 | PN=PN01802AM | DESC=Huevos
CUADRO=077 | FILA=40 | PN=PN01803AM | DESC=Porcino
CUADRO=077 | FILA=41 | PN=PN01804AM | DESC=Leche
CUADRO=077 | FILA=42 | PN=PN01805AM | DESC=Otros pecuarios
CUADRO=077 | FILA=44 | PN=PN01806AM | DESC=TOTAL 2/ 3/
CUADRO=078 | FILA=5 | PN=- | DESC=PRODUCTOS
CUADRO=078 | FILA=10 | PN=PN01846AM | DESC=PESCA MARÍTIMA 2/
CUADRO=078 | FILA=12 | PN=PN01847AM | DESC=Para consumo industrial 2/
CUADRO=078 | FILA=14 | PN=PN01848AM | DESC=Anchoveta
CUADRO=078 | FILA=16 | PN=PN01850AM | DESC=Para consumo humano directo 2/
CUADRO=078 | FILA=18 | PN=PN01851AM | DESC=Congelado
CUADRO=078 | FILA=19 | PN=PN01852AM | DESC=Conservas
CUADRO=078 | FILA=20 | PN=PN01853AM | DESC=Fresco
CUADRO=078 | FILA=21 | PN=PN01854AM | DESC=Seco-salado
CUADRO=078 | FILA=23 | PN=PN01855AM | DESC=PESCA CONTINENTAL 2/
CUADRO=078 | FILA=25 | PN=PN01856AM | DESC=Fresco
CUADRO=078 | FILA=26 | PN=PN01857AM | DESC=Seco-salado
CUADRO=078 | FILA=27 | PN=PN38083AM | DESC=Congelado
CUADRO=078 | FILA=29 | PN=PN01716AM | DESC=TOTAL 2/
CUADRO=079 | FILA=5 | PN=- | DESC=PRODUCTOS
CUADRO=079 | FILA=10 | PN=PN01872AM | DESC=MINERÍA METÁLICA 2/
CUADRO=079 | FILA=12 | PN=PN01873AM | DESC=Cobre (T.M.)
CUADRO=079 | FILA=13 | PN=PN01874AM | DESC=Estaño (T.M.)
CUADRO=079 | FILA=14 | PN=PN01875AM | DESC=Hierro (T.M.)
CUADRO=079 | FILA=15 | PN=PN01876AM | DESC=Oro (Kg.)
CUADRO=079 | FILA=16 | PN=PN01877AM | DESC=Plata (Kg.)
CUADRO=079 | FILA=17 | PN=PN01878AM | DESC=Plomo (T.M.)
CUADRO=079 | FILA=18 | PN=PN01879AM | DESC=Zinc (T.M.)
CUADRO=079 | FILA=19 | PN=PN01880AM | DESC=Molibdeno (T.M.)
CUADRO=079 | FILA=21 | PN=PN01881AM | DESC=HIDROCARBUROS 2/
CUADRO=079 | FILA=23 | PN=PN01882AM | DESC=Petróleo (miles de barriles)
CUADRO=079 | FILA=25 | PN=PN01883AM | DESC=Líquidos de Gas Natural (miles de barriles)
CUADRO=079 | FILA=27 | PN=PN01884AM | DESC=Gas natural (millones de pies cúbicos)
CUADRO=079 | FILA=30 | PN=PN01885AM | DESC=TOTAL 2/ 3/
CUADRO=080 | FILA=6 | PN=- | DESC=RAMAS DE ACTIVIDAD
CUADRO=080 | FILA=9 | PN=PN01900AM | DESC=PROCESADORES DE RECURSOS PRIMARIOS
CUADRO=080 | FILA=11 | PN=PN01901AM | DESC=Arroz pilado
CUADRO=080 | FILA=12 | PN=PN01902AM | DESC=Azúcar
CUADRO=080 | FILA=13 | PN=PN01903AM | DESC=Productos cárnicos
CUADRO=080 | FILA=14 | PN=PN01904AM | DESC=Harina y aceite de pescado
CUADRO=080 | FILA=15 | PN=PN01905AM | DESC=Conservas y productos congelados de pescado
CUADRO=080 | FILA=16 | PN=PN01906AM | DESC=Refinación de mateles no ferrosos
CUADRO=080 | FILA=17 | PN=PN01907AM | DESC=Refinación de petróleo
CUADRO=080 | FILA=19 | PN=PN01908AM | DESC=MANUFACTURA NO PRIMARIA
CUADRO=080 | FILA=21 | PN=PN01909AM | DESC=Alimentos y bebidas
CUADRO=080 | FILA=22 | PN=PN14225AM | DESC=Conservas de alimentos
CUADRO=080 | FILA=23 | PN=PN01910AM | DESC=Productos lácteos
CUADRO=080 | FILA=24 | PN=PN01911AM | DESC=Molinería
CUADRO=080 | FILA=25 | PN=PN01912AM | DESC=Panadería
CUADRO=080 | FILA=26 | PN=PN01913AM | DESC=Fideos
CUADRO=080 | FILA=27 | PN=PN01914AM | DESC=Aceites y grasas
CUADRO=080 | FILA=28 | PN=PN14226AM | DESC=Cacao, chocolate y productos de confitería
CUADRO=080 | FILA=29 | PN=PN01915AM | DESC=Alimentos para animales
CUADRO=080 | FILA=30 | PN=PN01916AM | DESC=Productos alimenticios diversos
CUADRO=080 | FILA=31 | PN=PN14227AM | DESC=Bebidas alcohólicas
CUADRO=080 | FILA=32 | PN=PN01917AM | DESC=Cerveza y malta
CUADRO=080 | FILA=33 | PN=PN01918AM | DESC=Bebidas gaseosas y agua de mesa
CUADRO=080 | FILA=34 | PN=PN01920AM | DESC=Textil, cuero y calzado
CUADRO=080 | FILA=35 | PN=PN01921AM | DESC=Hilados, tejidos y acabados
CUADRO=080 | FILA=36 | PN=PN01922AM | DESC=Tejidos y artículos de punto
CUADRO=080 | FILA=37 | PN=PN01923AM | DESC=Cuerdas, cordeles, bramantes y redes
CUADRO=080 | FILA=38 | PN=PN01924AM | DESC=Cuero
CUADRO=080 | FILA=39 | PN=PN01925AM | DESC=Prendas de vestir
CUADRO=080 | FILA=40 | PN=PN01926AM | DESC=Otros productos textiles
CUADRO=080 | FILA=41 | PN=PN01927AM | DESC=Calzado
CUADRO=080 | FILA=42 | PN=PN01928AM | DESC=Madera y muebles
CUADRO=080 | FILA=43 | PN=PN01929AM | DESC=Madera
CUADRO=080 | FILA=44 | PN=PN01930AM | DESC=Muebles
CUADRO=080 | FILA=45 | PN=PN01931AM | DESC=Industria de papel e imprenta
CUADRO=080 | FILA=46 | PN=PN01932AM | DESC=Papel y cartón
CUADRO=080 | FILA=47 | PN=PN01933AM | DESC=Envases de papel y cartón
